"node1","node2"
"A28683","A52370-Unknow1"
"A28683","A9745"
"A28744","A37978-0"
"A28744","A41492-0"
"A28744","A52240-12"
"A28744","A8255"
"A28744","A8796-2"
"A28763","A49678-0-1"
"A28763","A49682-0-2"
"A28763","A6289"
"A28764-0","A32968-1"
"A28821-0","A30050"
"A28821-0","A32302-0"
"A28821-0","A35608-0"
"A28821-0","A40214-0"
"A28821-0","A40270-3"
"A28821-0","A41112-1"
"A28821-0","A43430-0"
"A28821-0","A43434-0"
"A28821-0","A4455-6"
"A28821-0","A44972"
"A28821-0","A4656-0"
"A28821-0","A51200"
"A28821-0","A6999-11"
"A28821-0","A7232-0"
"A28821-0","A7639-1"
"A28887-0","A29510-0"
"A28887-0","A33448-1"
"A28887-0","A35409-0"
"A28887-0","A7232-0"
"A28887-1","A29510-0"
"A28887-1","A33448-1"
"A28887-1","A35409-0"
"A28887-1","A44207-1"
"A28887-1","A51788-11"
"A28887-1","A7232-0"
"A28887-1","A7892-0"
"A28919-1","A35756-1"
"A28919-1","A49683-14"
"A28926-0","A4350-0"
"A28926-0","A49985"
"A28927-0","A40585-1"
"A28927-0","A42727-1"
"A28927-0","A52150"
"A28927-0","A52274-0"
"A28927-0","A6131-0"
"A29013-0","A29702"
"A29013-0","A50156-0"
"A29013-0","A6726"
"A2920-0","A33553-0"
"A2920-0","A33558-0"
"A2920-0","A8020-82"
"A29203-0","A34558"
"A29203-0","A37878-0"
"A29203-0","A46933-0"
"A29203-0","A49687-7"
"A29203-0","A49687-Unknow7"
"A29203-0","A52163-1"
"A29203-0","A8004-11"
"A29203-0","A5917"
"A29203-0","A8016-7"
"A29233","A52281-3"
"A29233","A6744-1"
"A29233","A7042-0"
"A29272-0","A36602-0"
"A29272-0","A39266-0"
"A29272-0","A39899-0"
"A29272-0","A46759-0"
"A29314-0","A38480-3"
"A29314-0","A51348-Unknow1"
"A29314-0","A8015-1-0"
"A29377-0","A30181"
"A29377-0","A3180"
"A29377-0","A37922-0"
"A29377-0","A50832-6"
"A29388-0","A46800"
"A29388-0","A49673-6-1"
"A29388-0","A49687-36"
"A29388-0","A6395-0"
"A29388-1","A37700-1"
"A29388-1","A46800"
"A29388-1","A52241-0"
"A29388-1","A52370-0-2"
"A2942-0","A32824-0"
"A2942-0","A43982-0"
"A2942-0","A50851-0"
"A29510-0","A33448-1"
"A29510-0","A44207-1"
"A29518-0","A52348-1"
"A29518-0","A7232-0"
"A2962-0","A46525-0"
"A2962-0","A50156-0"
"A2962-0","A8019-53"
"A29681","A35449-0"
"A29681","A40809-0"
"A29685","A35041-1"
"A29685","A49554-4"
"A29685","A49686-13"
"A29685","A50851-0"
"A29702","A50156-0"
"A29702","A6726"
"A29788","A30947-0"
"A29788","A40158-0"
"A29788","A50836-0"
"A29788","A52359-3"
"A29865","A42682"
"A29865","A49687-7"
"A29865","A52163-1"
"A29865","A8004-11"
"A30010","A32480-0"
"A30010","A46380-0"
"A30010","A51820-0-1"
"A30017","A35589-1"
"A30017","A43446-0"
"A30017","A45119-0"
"A30017","A50017-0"
"A30018-0","A32046-1"
"A30018-0","A4458"
"A30050","A40214-0"
"A30050","A44972"
"A30050","A4656-0"
"A30050","A7639-1"
"A30084-0","A6830"
"A30084-0","A8623-0"
"A30084-0","A9410"
"A30102-0","A30661-0"
"A30102-0","A33393-0"
"A30102-0","A45860-4"
"A3011-0","A31306-1"
"A3011-0","A41535-1"
"A3011-0","A43740"
"A3011-0","A50059-0"
"A3011-0","A5341-0"
"A3011-0","A8007-5"
"A3011-0","A8009-8"
"A30181","A3180"
"A30181","A37922-0"
"A30181","A50832-6"
"A30226","A38645-0"
"A30226","A50230"
"A30241-1","A30553"
"A30241-1","A36602-0"
"A30241-1","A48575"
"A30282-0","A31101-2"
"A30282-0","A42659"
"A30282-0","A45223-0"
"A30282-0","A45267-0"
"A30282-0","A50962-2"
"A30282-0","A52216"
"A30282-0","A52345-0-3"
"A30282-0","A52554-0"
"A30282-0","A8016-17"
"A30282-0","A8468-0"
"A30282-0","A9549-2"
"A30553","A36602-0"
"A30553","A48575"
"A30572","A31073"
"A30572","A43043-1"
"A30572","A46131-1"
"A30661-0","A33393-0"
"A30661-0","A45860-4"
"A30664-0","A39266-0"
"A30664-0","A39899-0"
"A30664-0","A46759-0"
"A30664-0","A7305-0"
"A30932-0","A31798"
"A30932-0","A37823"
"A30932-0","A38645-0"
"A30932-0","A40196"
"A30932-0","A44854-0"
"A30932-0","A46651"
"A30932-0","A50090"
"A30932-0","A5304"
"A30947-0","A50836-0"
"A30947-0","A52359-3"
"A31073","A43043-1"
"A31073","A46131-1"
"A31101-2","A42659"
"A31101-2","A45223-0"
"A31101-2","A45267-0"
"A31101-2","A50962-2"
"A31101-2","A52216"
"A31101-2","A52345-0-3"
"A31101-2","A52554-0"
"A31101-2","A8016-17"
"A31101-2","A8468-0"
"A31101-2","A9549-2"
"A31109-0","A38541-0"
"A31109-0","A38730"
"A31109-0","A46240-0"
"A31109-4","A39002-0"
"A31109-4","A39308-1"
"A31109-4","A45453-1"
"A31119-0","A39864-0"
"A31119-0","A46380-0"
"A31119-0","A49676-0-2"
"A31306-1","A41535-1"
"A31306-1","A43740"
"A31306-1","A8007-5"
"A31306-1","A8009-8"
"A31370-0","A32253-0"
"A31370-0","A51828-1"
"A31620-0","A369-0"
"A31620-0","A6699-1"
"A31620-0","A8598-0"
"A31620-0","A6970"
"A31630","A35694-0"
"A31630","A4122-0"
"A31630","A8729-0"
"A31652-0","A37951-0"
"A31652-0","A38362-0"
"A31652-0","A52371-0-1"
"A31798","A38645-0"
"A31798","A40196"
"A31798","A44854-0"
"A31798","A46651"
"A31798","A5304"
"A3180","A37922-0"
"A3180","A50832-6"
"A31916","A52286-2-0"
"A31916","A8518-2"
"A32014-0","A33475-0"
"A32014-0","A40236-0"
"A32014-0","A47571-0"
"A32014-0","A48486-0"
"A32014-0","A49678-0-1"
"A32014-0","A52245-Unknow4"
"A32014-0","A52370-Unknow1"
"A32014-0","A6134-0"
"A32014-0","A7232-0"
"A32014-0","A9310-0"
"A32014-0","A7798-0"
"A32014-0","A45795-0"
"A32014-0","A9745"
"A32046-1","A4458"
"A32130-0","A38707-0"
"A32130-0","A45976-0"
"A32130-0","A5152-0"
"A32246-0","A49674-0-3"
"A32246-0","A50962-2"
"A32246-0","A51377-0"
"A32246-0","A8226-0"
"A32249-1","A39171"
"A32249-1","A49428-0"
"A32249-1","A49681-6"
"A32253-0","A36983-0"
"A32253-0","A44994-0"
"A32253-0","A45119-0"
"A32253-0","A46380-0"
"A32253-0","A51168-1"
"A32253-0","A46195-2"
"A32253-0","A47237-0"
"A32253-0","A51820-0-0"
"A32253-0","A51828-1"
"A32257-0","A48293-0"
"A32257-0","A49934-3"
"A32257-0","A7232-0"
"A32257-0","A7892-0"
"A32302-0","A39916"
"A32302-0","A43434-0"
"A32302-0","A43712-1"
"A32302-0","A7232-0"
"A32302-0","A52246-7"
"A32311-1","A36602-0"
"A32311-1","A39308-1"
"A32311-1","A46131-1"
"A32311-1","A48191-1"
"A32347-0","A49674-0-3"
"A32347-0","A51377-0"
"A32347-0","A8226-0"
"A32351-0","A35449-0"
"A32351-0","A36983-0"
"A32351-0","A39266-0"
"A32351-0","A39899-0"
"A32351-0","A40980-0"
"A32351-0","A44994-0"
"A32351-0","A46380-0"
"A32351-0","A49493-0"
"A32351-0","A51168-1"
"A32351-0","A39782-0"
"A32367-0","A39936-0"
"A32367-0","A41567-0"
"A32367-0","A8021-0-0"
"A32367-0","A9973-0"
"A32399-0","A50687-1"
"A32399-0","A8598-0"
"A32399-0","A5690"
"A32404","A44832-0"
"A32404","A7035-0"
"A32480-0","A46380-0"
"A32480-0","A51820-0-1"
"A32513-0","A41885-0"
"A32513-0","A49338-0"
"A32513-0","A50832-5"
"A32517","A52274-Unknow0"
"A32517","A8020-Unknow3"
"A32517","A8043-10"
"A32824-0","A39308-0"
"A32824-0","A52371-0-0"
"A32824-0","A41083-0"
"A32930","A3781"
"A32930","A4256-0"
"A32930","A4261-1"
"A33061-0","A33751-0"
"A33061-0","A4469-0"
"A33227-0","A49680-Unknow0"
"A33227-0","A50156-0"
"A33227-0","A7270-0"
"A33227-0","A7759-Unknow0"
"A33378","A43703-17"
"A33378","A44548-0"
"A33393-0","A45860-4"
"A33448-1","A35409-0"
"A33448-1","A44207-1"
"A33475-0","A49557-0"
"A33475-0","A45795-0"
"A33553-0","A33558-0"
"A33553-0","A37707-0-2"
"A33553-0","A42739-0"
"A33553-0","A42871-1"
"A33553-0","A49677-0-0"
"A33553-0","A6733-0"
"A33553-0","A50943-8-2"
"A33553-0","A8020-0-9"
"A33553-0","A8020-82"
"A33558-0","A49682-42"
"A33558-0","A50948-3"
"A33558-0","A7232-0"
"A33558-0","A8020-39"
"A33558-0","A8020-82"
"A33643","A40950-0"
"A33643","A42051-0"
"A33751-0","A4469-0"
"A33763-0","A45957-0"
"A33763-0","A5079-0"
"A33763-0","A52163-1"
"A3378-0","A588-0"
"A3378-0","A9266"
"A33901-1","A45085-1"
"A34125-0","A47382-0"
"A34416-0","A44798-0"
"A3449-0","A52384-11"
"A34498-0","A38236-0"
"A34498-0","A5874-0"
"A34498-0","A8598-0"
"A34558","A46933-0"
"A34558","A49687-Unknow7"
"A34558","A52163-1"
"A34558","A5917"
"A34958","A36491"
"A34958","A39308-0"
"A34958","A51744-5"
"A35016","A44456-1"
"A35041-1","A49554-4"
"A35041-1","A49686-13"
"A35041-1","A50851-0"
"A35117-0","A3515-0"
"A35117-0","A35492"
"A35117-0","A35694-0"
"A35117-0","A40370-2"
"A35117-0","A4122-0"
"A35117-0","A49597-0"
"A35117-0","A6715-0"
"A35135-7","A44736-0"
"A35135-7","A46559-0"
"A35135-7","A8511-1"
"A35143-2","A49673-2"
"A35143-2","A52382-16"
"A35144-8","A46639-8"
"A35144-8","A49686-86"
"A35144-8","A52241-5"
"A3515-0","A35492"
"A3515-0","A35694-0"
"A3515-0","A40370-0"
"A3515-0","A40370-2"
"A3515-0","A4122-0"
"A3515-0","A47461-1"
"A3515-0","A49597-0"
"A3515-0","A6715-0"
"A35173","A50218-0"
"A35409-0","A49674-0-3"
"A35409-0","A51187-0"
"A35409-0","A51349-1"
"A35409-0","A51788-11"
"A35416-5","A43981-4"
"A35416-5","A51352-4"
"A35416-5","A8047-4-0"
"A35449-0","A39266-0"
"A35449-0","A39899-0"
"A35449-0","A52481"
"A35449-0","A9399-0"
"A35449-0","A40809-0"
"A35449-0","A5822-1"
"A3548","A38646-0"
"A3548","A51825-0"
"A3548","A52486-0"
"A3548","A6716-0"
"A3548","A9399-0"
"A35485","A46546-5"
"A35485","A6091-0"
"A35485","A9157"
"A35487-0","A37978-0"
"A35487-0","A41492-0"
"A35487-0","A51085-0"
"A35492","A35694-0"
"A35492","A40370-2"
"A35492","A4122-0"
"A35492","A49597-0"
"A35492","A6715-0"
"A35532-0","A4397-1"
"A35532-0","A5576"
"A35589-1","A43446-0"
"A35589-1","A45119-0"
"A35589-1","A50017-0"
"A35608-0","A36602-0"
"A35608-0","A41112-1"
"A35608-0","A4455-6"
"A35608-0","A7232-0"
"A35608-0","A7639-1"
"A35671-0","A37334-0"
"A35671-0","A46646-0"
"A35671-0","A51340-2"
"A35671-0","A52271-0-0"
"A35694-0","A40370-0"
"A35694-0","A40370-2"
"A35694-0","A4122-0"
"A35694-0","A47461-1"
"A35694-0","A49597-0"
"A35694-0","A6715-0"
"A35694-0","A8729-0"
"A35756-1","A49683-14"
"A35830-1","A3967"
"A35830-1","A41403"
"A35830-1","A6650"
"A35830-1","A7892-0"
"A35830-1","A8006-9-1"
"A35953-1","A51802-5"
"A35953-1","A52373-0-0"
"A35953-1","A592-0"
"A35953-1","A8039-0"
"A35953-1","A52373-3"
"A35956-0","A51386-1"
"A35956-0","A8015-2"
"A35956-0","A8039-0"
"A36252-0","A39926"
"A36252-0","A42826-1"
"A36252-0","A52241-5"
"A36252-0","A52370-0-2"
"A36252-0","A52656"
"A36252-0","A52657"
"A36491","A39308-0"
"A36491","A51744-5"
"A36602-0","A39266-0"
"A36602-0","A39899-0"
"A36602-0","A39995-0"
"A36602-0","A4455-6"
"A36602-0","A48575"
"A369-0","A6699-1"
"A369-0","A8598-0"
"A369-0","A6970"
"A36983-0","A41997-0"
"A36983-0","A44994-0"
"A36983-0","A7270-0"
"A37334-0","A52311-1"
"A37601-0","A52486-0"
"A37601-0","A6716-0"
"A37601-0","A9399-0"
"A37700-1","A46800"
"A37700-1","A52241-0"
"A37707-0-2","A42586-0"
"A37707-0-2","A42739-0"
"A37707-0-2","A45894-0"
"A37707-0-2","A51788-1-0"
"A37707-0-2","A52236-0-0"
"A37707-0-2","A52241-1-1"
"A37707-0-2","A8015-2"
"A37707-0-2","A800"
"A37707-0-2","A8036-17"
"A37707-0-3","A49677-0-0"
"A37707-0-3","A52236-0-0"
"A37707-0-3","A8015-2"
"A37738-1","A42738-1"
"A37738-1","A43980-0"
"A37738-1","A49676-0-3"
"A37738-1","A49676-5-2"
"A37738-1","A51187-0"
"A37738-1","A51554-0"
"A37738-1","A52346-5"
"A3781","A4256-0"
"A3781","A4261-1"
"A37823","A44854-0"
"A37823","A50090"
"A3785","A41911"
"A3785","A44573-0"
"A3785","A44994-2"
"A37878-0","A4350-0"
"A37878-0","A47394-0"
"A37878-0","A49687-7"
"A37922-0","A50832-6"
"A37951-0","A38362-0"
"A37951-0","A52371-0-1"
"A37978-0","A38722-0"
"A37978-0","A41492-0"
"A37978-0","A41760-1"
"A37978-0","A52240-12"
"A37978-0","A8255"
"A37978-0","A51085-0"
"A37978-0","A8621-2"
"A37978-0","A8796-2"
"A38236-0","A5874-0"
"A38236-0","A8598-0"
"A38293-1","A4420-0"
"A38362-0","A52371-0-1"
"A38480-3","A51348-Unknow1"
"A38480-3","A8015-1-0"
"A38541-0","A38730"
"A38541-0","A46240-0"
"A38645-0","A40196"
"A38645-0","A41934-2"
"A38645-0","A44854-0"
"A38645-0","A45267-10"
"A38645-0","A46651"
"A38645-0","A49673-0"
"A38645-0","A6744-1"
"A38645-0","A50230"
"A38645-0","A5304"
"A38646-0","A51825-0"
"A38646-0","A52486-0"
"A38646-0","A6716-0"
"A38646-0","A9399-0"
"A38675-0","A41367"
"A38675-0","A50385"
"A38707-0","A45976-0"
"A38707-0","A5152-0"
"A38722-0","A49680-13"
"A38722-0","A9371-1"
"A38729","A52249-Unknow0"
"A38730","A46240-0"
"A38738","A42347-0"
"A38738","A45174-3"
"A38738","A45400-1"
"A38761-1","A47237-0"
"A38773-0","A52237-7"
"A38773-0","A52271-0-0"
"A38773-0","A52345-1"
"A38985-0","A47708-0"
"A38985-0","A52639-1"
"A39001-0","A44671-0"
"A39002-0","A39308-0"
"A39002-0","A39308-1"
"A39002-0","A48453-0"
"A39002-0","A52357-0-1"
"A39002-0","A45453-1"
"A39125-0","A40381-1"
"A39125-0","A43400-11"
"A39125-0","A46646-2"
"A39125-0","A49763-0"
"A39171","A49428-0"
"A39171","A49681-6"
"A39266-0","A39899-0"
"A39266-0","A46759-0"
"A39266-0","A7035-0"
"A39266-0","A7305-0"
"A39308-0","A39864-0"
"A39308-0","A39864-1"
"A39308-0","A41419-0"
"A39308-0","A46131-0"
"A39308-0","A48453-0"
"A39308-0","A48491-0"
"A39308-0","A49682-0-1"
"A39308-0","A49763-0"
"A39308-0","A7232-0"
"A39308-0","A51744-5"
"A39308-1","A39864-1"
"A39308-1","A46131-1"
"A39308-1","A48191-1"
"A39308-1","A48453-0"
"A39308-1","A45453-1"
"A39374-0","A39739-0"
"A39374-0","A41205-0"
"A39374-0","A43227-0"
"A39471-0","A47637-1"
"A39471-0","A49763-0"
"A39471-0","A6644"
"A3967","A41403"
"A3967","A6650"
"A3967","A7892-0"
"A3967","A8006-9-1"
"A39733-0","A44798-0"
"A39733-0","A6629-0"
"A39739-0","A41205-0"
"A39739-0","A43227-0"
"A39739-0","A43662-0"
"A39739-0","A44313"
"A39739-0","A46240-0"
"A39739-0","A52244-15"
"A39739-0","A52031-0"
"A39800-1","A41242"
"A39800-1","A46646-0"
"A39800-1","A52371-0-0"
"A39864-0","A41419-0"
"A39864-0","A41567-0"
"A39864-0","A46380-0"
"A39864-0","A49676-0-2"
"A39864-1","A46131-0"
"A39864-1","A48491-0"
"A39916","A43712-1"
"A39916","A52246-7"
"A39926","A42826-1"
"A39926","A52370-0-2"
"A39926","A52656"
"A39926","A52657"
"A39936-0","A41567-0"
"A39936-0","A52371-0-1"
"A39936-0","A8021-0-0"
"A39936-0","A9973-0"
"A40057-0","A43367-2"
"A40057-0","A44017-0"
"A40158-0","A46618-0"
"A40158-0","A47040"
"A40158-0","A51801-0"
"A40158-0","A7232-0"
"A40158-0","A8598-0"
"A40158-0","A51070-0"
"A40158-0","A9399-0"
"A40196","A44854-0"
"A40196","A46651"
"A40196","A5304"
"A40214-0","A44972"
"A40214-0","A4656-0"
"A40214-0","A7639-1"
"A40233-2","A44854-0"
"A40236-0","A9310-0"
"A40270-3","A43430-0"
"A40370-0","A4122-0"
"A40370-0","A47461-1"
"A40370-0","A6715-0"
"A40370-2","A4122-0"
"A40370-2","A49597-0"
"A40370-2","A6715-0"
"A40381-1","A47708-0"
"A40381-1","A50121-0"
"A40381-1","A52639-1"
"A40435-1","A44916"
"A40435-1","A48505-0"
"A40435-1","A49203"
"A40435-1","A6084-0"
"A40585-1","A42727-1"
"A40585-1","A52150"
"A40585-1","A52274-0"
"A40585-1","A6131-0"
"A40834-1","A48042-0"
"A40834-1","A51977-0"
"A40950-0","A42051-0"
"A40980-0","A4122-0"
"A40980-0","A44994-0"
"A41112-1","A7232-0"
"A41112-1","A7639-1"
"A41205-0","A43227-0"
"A4122-0","A41997-0"
"A4122-0","A47461-1"
"A4122-0","A49597-0"
"A4122-0","A6715-0"
"A4122-0","A8729-0"
"A41242","A46646-0"
"A41242","A52371-0-0"
"A41352","A47330-2"
"A41352","A50063-0"
"A41367","A50385"
"A41403","A6650"
"A41403","A7892-0"
"A41403","A8006-9-1"
"A41419-0","A45860-7"
"A41492-0","A52240-12"
"A41492-0","A8255"
"A41492-0","A51085-0"
"A41492-0","A8796-2"
"A41535-1","A43740"
"A41535-1","A8007-5"
"A41535-1","A8009-8"
"A41567-0","A8021-0-0"
"A41567-0","A9973-0"
"A41628","A52163-1"
"A41628","A606"
"A41628","A8013-8"
"A4165-0","A52244-15"
"A4165-0","A52274-2"
"A4165-0","A6131-0"
"A4165-0","A6372-0"
"A41760-1","A8621-2"
"A41765-0","A4186"
"A41765-0","A50814-1"
"A41765-0","A5410-0"
"A41765-0","A5930-0"
"A4186","A5410-0"
"A41885-0","A49338-0"
"A41885-0","A50832-5"
"A41911","A44573-0"
"A41911","A44994-2"
"A41934-2","A45267-10"
"A41934-2","A6744-1"
"A41997-0","A43715-9"
"A41997-0","A49557-0"
"A41997-0","A7270-0"
"A41997-0","A52351-2"
"A42347-0","A45174-3"
"A42347-0","A45400-1"
"A42467-1","A51379-Unknow0"
"A42467-1","A8009-8"
"A4256-0","A4261-1"
"A42586-0","A49673-2"
"A42586-0","A49687-11"
"A42586-0","A51802-5"
"A42586-0","A52236-0-0"
"A42592-2","A52356-0-1"
"A42592-2","A7759-0"
"A42659","A45223-0"
"A42659","A45267-0"
"A42659","A50962-2"
"A42659","A52216"
"A42659","A52345-0-3"
"A42659","A52554-0"
"A42659","A8016-17"
"A42659","A8468-0"
"A42659","A9549-2"
"A42682","A49687-7"
"A42682","A52163-1"
"A42682","A8004-11"
"A42723-Unknow0","A52370-0-2"
"A42727-1","A52150"
"A42727-1","A52274-0"
"A42727-1","A6131-0"
"A42727-1","A6372-0"
"A42727-1","A47311-0"
"A42738-1","A47382-0"
"A42738-1","A49763-0"
"A42738-1","A50814-0"
"A42739-0","A42871-1"
"A42739-0","A6737-1"
"A42739-0","A50943-8-2"
"A42826-1","A52370-0-2"
"A42826-1","A52656"
"A42826-1","A52657"
"A42826-Unknow0","A45066-0"
"A42826-Unknow0","A52370-0-2"
"A42871-1","A50943-8-2"
"A42967","A51801-0"
"A42967","A52311-1"
"A4303-0","A48293-0"
"A4303-0","A7232-0"
"A43043-1","A46131-0"
"A43043-1","A46131-1"
"A43339-1","A4551-0"
"A43339-1","A46115-3-2"
"A43339-1","A46646-0"
"A43339-1","A46646-1"
"A43355-0","A52256-14"
"A43355-0","A8021-0-0"
"A43355-0","A825-0"
"A43367-2","A44017-0"
"A43400-11","A49763-0"
"A43430-0","A8009-8"
"A43434-0","A7232-0"
"A43434-0","A7892-0"
"A43446-0","A45119-0"
"A43446-0","A50017-0"
"A4350-0","A47394-0"
"A4350-0","A49985"
"A4350-0","A9310-0"
"A43662-0","A44313"
"A43662-0","A45860-7"
"A43662-0","A46240-0"
"A43662-0","A52244-15"
"A43662-0","A6744-1"
"A43662-0","A8036-17"
"A43680-0","A50240-0"
"A43703-17","A44548-0"
"A43712-1","A52246-7"
"A43715-9","A52351-2"
"A43740","A8007-5"
"A43740","A8009-8"
"A43906-0","A46630-0"
"A43906-0","A46630-2"
"A43906-0","A47787-0"
"A43906-0","A49935-0"
"A43906-0","A6744-0-1"
"A43906-0","A6744-2"
"A4397-1","A5576"
"A43980-0","A47332-0"
"A43980-0","A51554-0"
"A43980-0","A49676-0-2"
"A43981-4","A51352-4"
"A43981-4","A51788-1-0"
"A43981-4","A8047-4-0"
"A43982-0","A51813-0-0"
"A43982-0","A52163-1"
"A43982-0","A52286-3"
"A43982-0","A52345-0-0"
"A43982-0","A52358-0-4"
"A44156","A47562-0"
"A44156","A50059-0"
"A44156","A52238-2"
"A44156","A7318"
"A44313","A52244-15"
"A44402","A7232-0"
"A44402","A7892-0"
"A44546-0","A49673-0"
"A44546-0","A50962-2"
"A44546-0","A52384-1"
"A4455-6","A7639-1"
"A44573-0","A44994-2"
"A44736-0","A46559-0"
"A44736-0","A8511-1"
"A44760-0","A48486-0"
"A44760-0","A6799-0"
"A44798-0","A6629-0"
"A44832-0","A7035-0"
"A44854-0","A46651"
"A44854-0","A50090"
"A44854-0","A5304"
"A44916","A48505-0"
"A44916","A49203"
"A44916","A6084-0"
"A44972","A4656-0"
"A44972","A7639-1"
"A44994-0","A6131-0"
"A45066-0","A52370-0-2"
"A45119-0","A50017-0"
"A45119-0","A46195-2"
"A45174-3","A45400-1"
"A45223-0","A45267-0"
"A45223-0","A50962-2"
"A45223-0","A52216"
"A45223-0","A52345-0-3"
"A45223-0","A52554-0"
"A45223-0","A8016-17"
"A45223-0","A8468-0"
"A45223-0","A9549-2"
"A45258-0-3","A45258-1-1"
"A45258-0-3","A49674-0-3"
"A45258-0-3","A8007-0-1"
"A45266-0","A51607-0"
"A45266-0","A51801-22"
"A45266-0","A52237-7"
"A45267-0","A50962-2"
"A45267-0","A52163-1"
"A45267-0","A52216"
"A45267-0","A52345-0-3"
"A45267-0","A52554-0"
"A45267-0","A8016-17"
"A45267-0","A8468-0"
"A45267-0","A9549-2"
"A45267-10","A6744-1"
"A45267-10","A6998-1"
"A45269-14","A46924-0"
"A45269-14","A52253-16"
"A45269-14","A52253-20"
"A4551-0","A46115-3-2"
"A4551-0","A46646-0"
"A4551-0","A46646-1"
"A45860-7","A46240-0"
"A45860-7","A8036-17"
"A45894-0","A50962-2"
"A45894-0","A8015-2"
"A45894-3","A50962-2"
"A45894-3","A7759-0"
"A45957-0","A5079-0"
"A45957-0","A52163-1"
"A45976-0","A5152-0"
"A46115-3-2","A46646-0"
"A46115-3-2","A46646-2"
"A46115-3-2","A46646-1"
"A46131-0","A48491-0"
"A46131-0","A9310-0"
"A46131-1","A48191-1"
"A46240-0","A52031-0"
"A46240-0","A8036-17"
"A46350-1","A7644-1"
"A46380-0","A49493-0"
"A46380-0","A51168-1"
"A46380-0","A51820-0-1"
"A46380-0","A49676-0-2"
"A46525-0","A50156-0"
"A46525-0","A8019-53"
"A46546-5","A6091-0"
"A46546-5","A9157"
"A46559-0","A8511-1"
"A4656-0","A7639-1"
"A46618-0","A51070-0"
"A46630-0","A47787-0"
"A46630-0","A49935-0"
"A46630-0","A6744-2"
"A46630-0","A52593-0"
"A46630-2","A46646-0"
"A46630-2","A47787-0"
"A46630-2","A49935-0"
"A46630-2","A51651"
"A46630-2","A51796-2"
"A46630-2","A52274-14"
"A46630-2","A6744-0-1"
"A46630-2","A6744-2"
"A46630-2","A8601-0"
"A46639-8","A49686-86"
"A46639-8","A52241-5"
"A46646-0","A46646-2"
"A46646-0","A52371-0-0"
"A46646-0","A46646-1"
"A46646-2","A49763-0"
"A46651","A5304"
"A46759-0","A7305-0"
"A46768-0","A52567-Unknow0"
"A46800","A52241-0"
"A46803-0","A50957-0"
"A46803-0","A51350-2"
"A46803-0","A7305-0"
"A46924-0","A51046-0"
"A46924-0","A52253-0"
"A46924-0","A52373-0-0"
"A46933-0","A49687-Unknow7"
"A46933-0","A52163-1"
"A46933-0","A5917"
"A46933-0","A8007-0-1"
"A4702","A49268-0"
"A47040","A7232-0"
"A47040","A9399-0"
"A47330-2","A50063-0"
"A47332-0","A49673-2"
"A47354-0","A51184-2"
"A47354-0","A8006-6"
"A47382-0","A50814-0"
"A47394-0","A49493-0"
"A47461-1","A6715-0"
"A47562-0","A50059-0"
"A47562-0","A52238-2"
"A47562-0","A7318"
"A47571-0","A49678-0-1"
"A47571-0","A7232-0"
"A47571-0","A7798-0"
"A47637-1","A49763-0"
"A47637-1","A6644"
"A47708-0","A50121-0"
"A47708-0","A52639-1"
"A47787-0","A49935-0"
"A47787-0","A6744-0-1"
"A47787-0","A6744-2"
"A48042-0","A51977-0"
"A48293-0","A49934-3"
"A48293-0","A7232-0"
"A48293-0","A7892-0"
"A48293-0","A8598-0"
"A48453-0","A48491-0"
"A48486-0","A49729"
"A48486-0","A6134-0"
"A48486-0","A7232-0"
"A48486-0","A6799-0"
"A48505-0","A49203"
"A48505-0","A6084-0"
"A49203","A6084-0"
"A49218","A49491-0"
"A49218","A52241-0"
"A49268-0","A5930-0"
"A49338-0","A50832-5"
"A49428-0","A49681-6"
"A49491-0","A51813-0-0"
"A49491-0","A52241-0"
"A49493-0","A51168-1"
"A49554-4","A49686-13"
"A49554-4","A50851-0"
"A49570-2","A6629-0"
"A49597-0","A6715-0"
"A49635-1","A52254-4"
"A49635-1","A52358-0-4"
"A49635-1","A52555-2"
"A49668-17","A51380-0"
"A49668-38","A51359-22"
"A49668-38","A592-0"
"A49673-0","A49676-0-3"
"A49673-0","A52346-5"
"A49673-0","A52357-0-1"
"A49673-0","A52384-1"
"A49673-2","A51046-0"
"A49673-2","A52382-16"
"A49673-6-1","A49687-36"
"A49673-6-1","A52371-0-1"
"A49673-6-1","A6395-0"
"A49674-0-3","A51187-2"
"A49674-0-3","A51345-1"
"A49674-0-3","A51377-0"
"A49674-0-3","A52373-0-0"
"A49674-0-3","A8007-0-1"
"A49674-0-3","A8226-0"
"A49674-94","A50337"
"A49674-94","A51024-1"
"A49674-94","A52249-22"
"A49674-94","A6062"
"A49676-0-3","A50962-2"
"A49676-0-3","A51154-0"
"A49676-36","A52251-46"
"A49676-5-2","A51187-0"
"A49676-5-2","A51349-1"
"A49676-5-2","A7232-0"
"A49677-0-0","A51154-0"
"A49677-0-0","A51296-0"
"A49677-0-0","A6733-0"
"A49677-0-0","A8228-2"
"A49677-0-0","A8020-0-9"
"A49678-0-1","A49682-0-2"
"A49678-0-1","A50063-0"
"A49678-0-1","A7232-0"
"A49678-0-1","A6289"
"A49678-0-1","A7798-0"
"A49678-0-1","A8226-0"
"A49680-13","A9371-1"
"A49680-Unknow0","A50156-0"
"A49680-Unknow0","A7270-0"
"A49680-Unknow0","A7759-Unknow0"
"A49682-0-1","A7232-0"
